id,name,code,description,status,established_at,approved_on,created_at,department_id,program_id
545,ABILITY ENHANCEMENT COURSE,FMST1A01,ABILITY ENHANCEMENT COURSE (FMST1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
546,MEASURE THEORY AND INTEGRATION,FMST1C01,MEASURE THEORY AND INTEGRATION (FMST1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
547,ANALYTICAL TOOLS FOR STATISTICS I,FMST1C02,ANALYTICAL TOOLS FOR STATISTICS I (FMST1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
548,ANALYTICAL TOOLS FOR STATISTICS II,FMST1C03,ANALYTICAL TOOLS FOR STATISTICS II (FMST1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
549,SAMPLING THEORY,FMST1C04,SAMPLING THEORY (FMST1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
550,DISTRIBUTION THEORY,FMST1C05,DISTRIBUTION THEORY (FMST1C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
551,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE),FMST2A02,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE) (FMST2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
552,ESTIMATION THEORY,FMST2C06,ESTIMATION THEORY (FMST2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
553,REGRESSION ANALYSIS,FMST2C07,REGRESSION ANALYSIS (FMST2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
554,PROBABILITY THEORY,FMST2C08,PROBABILITY THEORY (FMST2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
555,DESIGN AND ANALYSIS OF EXPERIMENTS,FMST2C09,DESIGN AND ANALYSIS OF EXPERIMENTS (FMST2C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
556,STATISTICAL COMPUTING - I (PRACTICAL),FMST2C10,STATISTICAL COMPUTING - I (PRACTICAL) (FMST2C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
557,STOCHASTIC PROCESSES,FMST3C11,STOCHASTIC PROCESSES (FMST3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
558,TESTING OF STATISTICAL HYPOTHESES,FMST3C12,TESTING OF STATISTICAL HYPOTHESES (FMST3C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
559,OPERATIONS RESEARCH,FMST3E01,OPERATIONS RESEARCH (FMST3E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
560,LIFE TIME DATA ANALYSIS,FMST3E15,LIFE TIME DATA ANALYSIS (FMST3E15),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
561,MULTIVARIATE ANALYSIS,FMST4C13,MULTIVARIATE ANALYSIS (FMST4C13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
562,STATISTICAL COMPUTING - II,FMST4C14,STATISTICAL COMPUTING - II (FMST4C14),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
564,STATISTICAL DECISION THEORY & BAYESIAN ANALYSIS,FMST4E13,STATISTICAL DECISION THEORY & BAYESIAN ANALYSIS (FMST4E13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
566,VIVA VOCE,FMST4V01,VIVA VOCE (FMST4V01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,16,31
567,ABILITY ENHANCEMENT COURSE (AUDIT COURSE) ),FMTH1A01,ABILITY ENHANCEMENT COURSE (AUDIT COURSE) ) (FMTH1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
568,ABSTRACT ALGEBRA,FMTH1C01,ABSTRACT ALGEBRA (FMTH1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
569,LINEAR ALGEBRA,FMTH1C02,LINEAR ALGEBRA (FMTH1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
570,REAL ANALYSIS - I,FMTH1C03,REAL ANALYSIS - I (FMTH1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
571,DISCRETE MATHEMATICS,FMTH1C04,DISCRETE MATHEMATICS (FMTH1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
572,NUMBER  THEORY,FMTH1C05,NUMBER  THEORY (FMTH1C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
573,VIVA VOCE,FMTH1V01,VIVA VOCE (FMTH1V01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
574,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE),FMTH2A02,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE) (FMTH2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
575,GALOIS THEORY,FMTH2C06,GALOIS THEORY (FMTH2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
576,REAL ANALYSIS II,FMTH2C07,REAL ANALYSIS II (FMTH2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
577,TOPOLOGY,FMTH2C08,TOPOLOGY (FMTH2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
578,ODE & CALCULUS OF VARIATIONS,FMTH2C09,ODE & CALCULUS OF VARIATIONS (FMTH2C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
579,OPERATIONS RESEARCH,FMTH2C10,OPERATIONS RESEARCH (FMTH2C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
580,VIVA VOCE,FMTH2V02,VIVA VOCE (FMTH2V02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
581,MULTIVARIABLE CALCULUS & GEOMETRY,FMTH3C11,MULTIVARIABLE CALCULUS & GEOMETRY (FMTH3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
582,COMPLEX ANALYSIS,FMTH3C12,COMPLEX ANALYSIS (FMTH3C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
583,FUNCTIONAL ANALYSIS,FMTH3C13,FUNCTIONAL ANALYSIS (FMTH3C13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
584,PDE & INTEGRAL EQUATIONS,FMTH3C14,PDE & INTEGRAL EQUATIONS (FMTH3C14),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
585,MEASURE & INTEGRATION,FMTH3E03,MEASURE & INTEGRATION (FMTH3E03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
586,VIVA VOCE,FMTH3V03,VIVA VOCE (FMTH3V03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
587,ADVANCED FUNCTIONAL ANALYSIS,FMTH4C15,ADVANCED FUNCTIONAL ANALYSIS (FMTH4C15),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
588,ALGEBRAIC TOPOLOGY,FMTH4E08,ALGEBRAIC TOPOLOGY (FMTH4E08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
589,DIFFERENTIAL GEOMETRY,FMTH4E10,DIFFERENTIAL GEOMETRY (FMTH4E10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
590,ORIENTED NUMERICAL ANALYSIS,FMTH4E12,ORIENTED NUMERICAL ANALYSIS (FMTH4E12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
591,PROJECT,FMTH4P01,PROJECT (FMTH4P01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
592,VIVA VOCE,FMTH4V04,VIVA VOCE (FMTH4V04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,11,24
593,ABILITY ENHANCEMENT COURSE (AUDIT COURSE),FPHY1A01,ABILITY ENHANCEMENT COURSE (AUDIT COURSE) (FPHY1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
594,CLASSICAL MECHANICS,FPHY1C01,CLASSICAL MECHANICS (FPHY1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
595,MATHEMATICAL PHYSICS - I,FPHY1C02,MATHEMATICAL PHYSICS - I (FPHY1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
596,ELECTRODYNAMICS AND PLASMA PHYSICS,FPHY1C03,ELECTRODYNAMICS AND PLASMA PHYSICS (FPHY1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
597,ELECTRONICS,FPHY1C04,ELECTRONICS (FPHY1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
598,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE),FPHY2A02,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE) (FPHY2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
599,QUANTUM MECHANICS - I,FPHY2C05,QUANTUM MECHANICS - I (FPHY2C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
600,MATHEMATICAL PHYSICS I,FPHY2C06,MATHEMATICAL PHYSICS I (FPHY2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
601,STATISTICAL MECHANICS,FPHY2C07,STATISTICAL MECHANICS (FPHY2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
602,COMPUTATIONAL PHYSICS,FPHY2C08,COMPUTATIONAL PHYSICS (FPHY2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
603,GENERAL PHYSICS PRACTICAL - II,FPHY2L03,GENERAL PHYSICS PRACTICAL - II (FPHY2L03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
604,ELECTRONICS PRACTICAL â€“ II,FPHY2L04,ELECTRONICS PRACTICAL â€“ II (FPHY2L04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
605,VIVA-VOCE BASED ON I & II SEM,FPHY2V01,VIVA-VOCE BASED ON I & II SEM (FPHY2V01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
606,QUANTUM MECHANICS-II,FPHY3C09,QUANTUM MECHANICS-II (FPHY3C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
607,NUCLEAR AND PARTICLE PHYSICS,FPHY3C10,NUCLEAR AND PARTICLE PHYSICS (FPHY3C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
608,SOLID STATE PHYSICS,FPHY3C11,SOLID STATE PHYSICS (FPHY3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
609,RADIATION PHYSICS,FPHY3E03,RADIATION PHYSICS (FPHY3E03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
610,ATOMIC AND MOLECULAR SPECTROSCOPY,FPHY4C12,ATOMIC AND MOLECULAR SPECTROSCOPY (FPHY4C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
611,"LASER SYSTEMS, OPTICAL FIBRES AND APPLICATIONS",FPHY4E13,"LASER SYSTEMS, OPTICAL FIBRES AND APPLICATIONS (FPHY4E13)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
612,"MICROPROCESSORS, MICROCONTROLLERS AND APPLICATIONS",FPHY4E20,"MICROPROCESSORS, MICROCONTROLLERS AND APPLICATIONS (FPHY4E20)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
613,MODERN PHYSICS PRACTICAL â€“II,FPHY4L06,MODERN PHYSICS PRACTICAL â€“II (FPHY4L06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
614,COMPUTATIONAL PHYSICS PRACTICAL,FPHY4L07,COMPUTATIONAL PHYSICS PRACTICAL (FPHY4L07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
615,PROJECT,FPHY4P01,PROJECT (FPHY4P01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
616,VIVAVOCE (COMPREHENSIVE),FPHY4V02,VIVAVOCE (COMPREHENSIVE) (FPHY4V02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,13,25
617,WORKING OLDER PERSONS (AUDIT COURSE),FSOW1A01,WORKING OLDER PERSONS (AUDIT COURSE) (FSOW1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
618,"HISTORY, PHILOSOPHY AND FIELDS OF SOCIAL WORK",FSOW1C01,"HISTORY, PHILOSOPHY AND FIELDS OF SOCIAL WORK (FSOW1C01)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
619,SOCIOLOGY AND ECONOMICS FOR SOCIAL WORK PRACTICE,FSOW1C02,SOCIOLOGY AND ECONOMICS FOR SOCIAL WORK PRACTICE (FSOW1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
620,HUMAN GROWTH AND DEVELOPMENT,FSOW1C03,HUMAN GROWTH AND DEVELOPMENT (FSOW1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
621,PROFESSIONAL SKILL FOR SOCIAL WORKERS,FSOW1C04,PROFESSIONAL SKILL FOR SOCIAL WORKERS (FSOW1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
622,SOCIAL LEGISLATION AND HUMAN RIGHTS,FSOW1C05,SOCIAL LEGISLATION AND HUMAN RIGHTS (FSOW1C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
623,CONCURRENT FIELD WORK,FSOW1F01,CONCURRENT FIELD WORK (FSOW1F01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
624,CHILD PROTECTION (AUDIT COURSE),FSOW2A02,CHILD PROTECTION (AUDIT COURSE) (FSOW2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
625,SOCIAL CASE WORK,FSOW2C06,SOCIAL CASE WORK (FSOW2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
626,SOCIAL GROUP WORK,FSOW2C07,SOCIAL GROUP WORK (FSOW2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
627,COMMUNITY ORGANISATION AND SOCIAL ACTION,FSOW2C08,COMMUNITY ORGANISATION AND SOCIAL ACTION (FSOW2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
628,PSYCHOLOGY FOR SOCIAL WORK,FSOW2C09,PSYCHOLOGY FOR SOCIAL WORK (FSOW2C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
629,THEORY AND PRACTICE OF COUNSELLING,FSOW2C10,THEORY AND PRACTICE OF COUNSELLING (FSOW2C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
630,CONCURRENT FIELD WORK,FSOW2C11,CONCURRENT FIELD WORK (FSOW2C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
631,QUANTITATIVE AND QUALITATIVE METHODS FOR SOCIAL WORK RESEARCH,FSOW3C11,QUANTITATIVE AND QUALITATIVE METHODS FOR SOCIAL WORK RESEARCH (FSOW3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
632,PARTICIPATORY PROJECT PLANNING AND TRAINING,FSOW3C12,PARTICIPATORY PROJECT PLANNING AND TRAINING (FSOW3C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
633,COMMUNITY HEALTH,FSOW3C13,COMMUNITY HEALTH (FSOW3C13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
634,HEALTH CARE SOCIAL WORK,FSOW3E01,HEALTH CARE SOCIAL WORK (FSOW3E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
635,RURAL COMMUNITY DEVELOPMENT & GOVERNANCE,FSOW3E02,RURAL COMMUNITY DEVELOPMENT & GOVERNANCE (FSOW3E02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
636,SOCIAL WORK IN MENTAL HEALTH SETTINGS,FSOW3E03,SOCIAL WORK IN MENTAL HEALTH SETTINGS (FSOW3E03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
637,URBAN COMMUNITY DEVELOPMENT & GOVERNANCE,FSOW3E04,URBAN COMMUNITY DEVELOPMENT & GOVERNANCE (FSOW3E04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
638,CONCURRENT FIELD WORK,FSOW3F03,CONCURRENT FIELD WORK (FSOW3F03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
639,ADMINISTRATION OF HUMAN SERVICE ORGANISATIONS,FSOW4C14,ADMINISTRATION OF HUMAN SERVICE ORGANISATIONS (FSOW4C14),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
640,SOCIAL WORK WITH VULNERABLE GROUPS,FSOW4C15,SOCIAL WORK WITH VULNERABLE GROUPS (FSOW4C15),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
641,DISSERTATION,FSOW4D16,DISSERTATION (FSOW4D16),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
642,THERAPEUTIC APPROACHES IN MEDICAL AND PSYCHIATRIC SETTINGS,FSOW4E05,THERAPEUTIC APPROACHES IN MEDICAL AND PSYCHIATRIC SETTINGS (FSOW4E05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
643,ENVIRONMENTAL STUDIES AND DISASTER MANAGEMENT,FSOW4E06,ENVIRONMENTAL STUDIES AND DISASTER MANAGEMENT (FSOW4E06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
644,SOCIAL WORK PRACTICE WITH FAMILIES,FSOW4E07,SOCIAL WORK PRACTICE WITH FAMILIES (FSOW4E07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
645,SOCIAL WORK PRACTICE AND GENDER,FSOW4E08,SOCIAL WORK PRACTICE AND GENDER (FSOW4E08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
646,CONCURRENT FIELDWORK,FSOW4F04,CONCURRENT FIELDWORK (FSOW4F04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
647,BLOCK FIELD WORK,FSOW4F05,BLOCK FIELD WORK (FSOW4F05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
648,COMPREHENSIVE VIVA-VOCE (THEORY),FSOW4V17,COMPREHENSIVE VIVA-VOCE (THEORY) (FSOW4V17),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,15,32
649,ABILITY ENHANCEMENT COURSE (AUDIT COURSE),FZOL1A01,ABILITY ENHANCEMENT COURSE (AUDIT COURSE) (FZOL1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
650,BIOCHEMISTRY,FZOL1C01,BIOCHEMISTRY (FZOL1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
651,BIOPHYSICS AND BIOSTATISTICS,FZOL1C02,BIOPHYSICS AND BIOSTATISTICS (FZOL1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
652,SYSTEMATICS AND EVOLUTION,FZOL1C03,SYSTEMATICS AND EVOLUTION (FZOL1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
653,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE),FZOL2A02,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE) (FZOL2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
654,"CELL & MOLECULAR BIOLOGY, DEVELOPMENTAL BIOLOGY & ENDOCRINOLOGY",FZOL2C04,"CELL & MOLECULAR BIOLOGY, DEVELOPMENTAL BIOLOGY & ENDOCRINOLOGY (FZOL2C04)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
655,ECOLOGY & ETHOLOGY,FZOL2C05,ECOLOGY & ETHOLOGY (FZOL2C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
656,DEVELOPMENTAL BIOLOGY & ENDOCRINOLOGY,FZOL2C06,DEVELOPMENTAL BIOLOGY & ENDOCRINOLOGY (FZOL2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
657,"BIOCHEMISTRY,BIOPHYSICS & BIOSTATISTICS",FZOL2L01,"BIOCHEMISTRY,BIOPHYSICS & BIOSTATISTICS (FZOL2L01)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
658,"SYSTEMATICS,EVOLUTION, ECOLOGY & ETHOLOGY",FZOL2L02,"SYSTEMATICS,EVOLUTION, ECOLOGY & ETHOLOGY (FZOL2L02)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
659,"CELL & MOLECULAR BIOLOGY, DEVELOPMENTAL BIOLOGY & ENDOCRINOLOGY",FZOL2L03,"CELL & MOLECULAR BIOLOGY, DEVELOPMENTAL BIOLOGY & ENDOCRINOLOGY (FZOL2L03)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
660,PHYSIOLOGY,FZOL3C07,PHYSIOLOGY (FZOL3C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
661,IMMUNOLOGY & CYTOGENETICS,FZOL3C08,IMMUNOLOGY & CYTOGENETICS (FZOL3C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
662,MICROBIOLOGY & BIOTECHNOLOGY,FZOL3C09,MICROBIOLOGY & BIOTECHNOLOGY (FZOL3C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
663,"ENVIRONMENTAL BIOLOGY-I:MAN, ENVIRONMENTAL & NATURAL RESOURCES",FZOL4E10,"ENVIRONMENTAL BIOLOGY-I:MAN, ENVIRONMENTAL & NATURAL RESOURCES (FZOL4E10)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
664,ENVIRONMENTAL BIOLOGY-II ENVIRONMENTAL POLLUTION,FZOL4E11,ENVIRONMENTAL BIOLOGY-II ENVIRONMENTAL POLLUTION (FZOL4E11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
665,ENVIRONMENTAL BILOGY-III ENVIRONMENTAL CONSERVATION,FZOL4E12,ENVIRONMENTAL BILOGY-III ENVIRONMENTAL CONSERVATION (FZOL4E12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
666,"PHYSIOLOGY,  IMMUNOLOGY, MICROBIOLOGY, BIOTECHNOLOGY & MICROTECHNIQUES & HISTOCHEMISTRY",FZOL4L04,"PHYSIOLOGY,  IMMUNOLOGY, MICROBIOLOGY, BIOTECHNOLOGY & MICROTECHNIQUES & HISTOCHEMISTRY (FZOL4L04)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
667,ENVIRONMENTAL BIOLOGY I,FZOL4L05,ENVIRONMENTAL BIOLOGY I (FZOL4L05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
668,ENVIRONMENTAL BIOLOGY II & III,FZOL4L06,ENVIRONMENTAL BIOLOGY II & III (FZOL4L06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
669,PROJECT,FZOL4P13,PROJECT (FZOL4P13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,28
415,Project work & Field study,GZOL6B17D,Project work & Field study (GZOL6B17D),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
